Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level,Pre_Accident_Risk_Score,Pre_Accident_Risk_Level
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Face,Gas leakage,Dumper,4,0,36,5–10 years,Advanced,Night,100,76.02411893725551,High,54.512059468627754,Low
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Excavation Area,Vehicle rollover,Dumper,4,0,30,3–5 years,Advanced,Night,53,82.73076393578205,High,66.46538196789103,Moderate
2025,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Workshop,Machinery collision,Truck,3,0,32,3–5 years,Advanced,Night,75,72.6618977778503,High,56.83094888892515,Moderate
2025,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Fire,Truck,4,0,40,5–10 years,Basic,Night,77,99.25748026007253,Very High,81.52874013003625,Very High
2025,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Excavation Area,Roof fall,Drill,7,0,19,<1 year,None,Afternoon,48,,Very High,86.3182515373367,Very High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Stockyard,Explosion,Loader,5,0,23,3–5 years,Certified,Night,63,69.6816921330572,High,48.9408460665286,Low
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Side fall,Truck,5,0,29,5–10 years,None,Night,55,,Very High,93.25036284460865,Very High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Fire,Dumper,5,0,25,<1 year,Intermediate,Night,36,99.70436420084332,Very High,83.05218210042166,Very High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Fall of person,Excavator,3,0,33,5–10 years,Advanced,Afternoon,92,54.270636081876496,Moderate,44.03531804093824,Low
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Fall of person,None,3,0,23,<1 year,Intermediate,Morning,74,,Very High,55.54851237369307,Low
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Side fall,Heavy Earth Moving Machinery,7,0,39,5–10 years,None,Morning,51,,Very High,89.87353352895416,Very High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Stockyard,Fire,Loader,3,0,18,1–3 years,Intermediate,Morning,78,69.7784682705867,High,61.48923413529336,Moderate
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Explosion,Excavator,5,0,25,3–5 years,Certified,Morning,81,70.1539287880322,High,49.276964394016105,Low
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Gas leakage,Loader,8,0,20,<1 year,Basic,Night,65,108.37335561260711,Very High,89.68667780630355,Very High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Excavation Area,Side fall,Dumper,3,0,35,5–10 years,None,Afternoon,62,,Very High,62.15353350777819,Moderate
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Blasting accident,Loader,7,0,27,<1 year,Advanced,Afternoon,63,74.39326157753466,High,51.79663078876733,Low
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Blasting accident,Excavator,3,0,20,<1 year,Intermediate,Afternoon,60,73.09650698809067,High,62.04825349404533,Moderate
2025,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Vehicle rollover,Dumper,3,0,26,1–3 years,Certified,Morning,94,70.61456718643136,High,55.107283593215676,Low
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Face,Machinery collision,Excavator,6,0,26,<1 year,Intermediate,Afternoon,50,78.20240444467223,High,64.10120222233611,Moderate
2025,Jharkhand,Giridih,Giridih Coalfield,Underground,Face,Roof fall,None,2,0,26,5–10 years,Certified,Morning,86,,Very High,40.26476412967478,Low
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Fire,Dumper,5,0,30,3–5 years,Certified,Morning,75,78.97327160352356,High,60.48663580176178,Moderate
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,4,0,44,10+ years,Intermediate,Night,76,92.3393444947795,Very High,73.36967224738974,High
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Excavation Area,Roof fall,Dumper,7,0,18,<1 year,None,Night,40,,Very High,106.28328443963757,Very High
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Explosion,Truck,9,1,18,<1 year,None,Night,42,,Very High,115.40061975881798,Very High
2025,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Roof fall,Drill,5,0,21,<1 year,None,Afternoon,38,,Very High,90.84872434752445,Very High
2025,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,4,0,47,10+ years,Certified,Afternoon,80,73.48803925858145,High,59.244019629290726,Moderate
2025,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Face,Blasting accident,None,5,0,42,10+ years,Basic,Afternoon,62,,Very High,65.1201690765376,Moderate
2025,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Machinery collision,Dumper,4,0,22,3–5 years,Basic,Night,64,80.0157604011014,High,66.8078802005507,Moderate
2025,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Machinery collision,Drill,8,0,32,<1 year,Intermediate,Morning,62,92.79709330514272,Very High,72.29854665257135,High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,7,0,30,3–5 years,Advanced,Night,49,84.58729429949645,High,68.09364714974822,High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Machinery collision,Heavy Earth Moving Machinery,7,0,40,10+ years,None,Afternoon,51,,Very High,84.43002301900607,Very High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Fire,Loader,3,0,40,3–5 years,Advanced,Afternoon,86,78.68320254254203,High,60.54160127127102,Moderate
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,Truck,7,0,23,<1 year,Basic,Morning,57,97.69213176884894,Very High,83.24606588442447,Very High
2025,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Electrical accident,Drill,6,0,20,1–3 years,Basic,Night,58,101.04979423198772,Very High,88.62489711599386,Very High
2025,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Face,Roof fall,Loader,9,1,24,<1 year,None,Night,25,,Very High,95.91550387091095,Very High
2025,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Side fall,Truck,4,0,32,1–3 years,Certified,Night,84,66.15013289642293,High,50.87506644821146,Low
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Fire,Dumper,5,0,29,3–5 years,Intermediate,Night,76,96.12963095622209,Very High,77.26481547811105,High
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Shaft,Machinery collision,Dumper,9,0,18,<1 year,Basic,Afternoon,37,120.09021779850691,Very High,104.44510889925346,Very High
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Haul Road,Gas leakage,Truck,7,0,22,1–3 years,None,Morning,59,,Very High,74.7436199244344,High
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Machinery collision,Dumper,7,0,26,1–3 years,Advanced,Afternoon,60,87.71910112043817,Very High,74.85955056021909,High
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Explosion,Excavator,10,0,18,<1 year,None,Night,31,,Very High,105.04572564835026,Very High
2025,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Vehicle rollover,Dumper,3,0,30,5–10 years,Certified,Night,99,48.40992545779398,Moderate,32.00496272889699,Low
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Workshop,Roof fall,Excavator,5,0,23,1–3 years,Advanced,Afternoon,59,80.10226628359982,High,65.3511331417999,Moderate
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Machinery collision,Truck,4,0,39,5–10 years,Intermediate,Night,71,92.0826883902027,Very High,79.74134419510136,High
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Gas leakage,None,7,0,25,<1 year,Basic,Afternoon,55,,Very High,75.85540200186651,High
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Gas leakage,Truck,6,0,24,3–5 years,Basic,Night,77,95.8586225651596,Very High,75.8293112825798,High
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,35,5–10 years,Advanced,Night,100,60.52079140402385,High,44.76039570201193,Low
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Side fall,Heavy Earth Moving Machinery,5,0,24,3–5 years,Certified,Afternoon,84,67.8423429811353,High,48.22117149056765,Low
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Machinery collision,Truck,3,0,31,<1 year,Intermediate,Morning,54,83.63916179172416,High,72.11958089586209,High
2025,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Side fall,Truck,5,0,21,1–3 years,Basic,Morning,61,98.92312290221848,Very High,83.66156145110925,Very High
2025,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Excavation Area,Side fall,None,3,0,29,1–3 years,Advanced,Night,78,,Very High,43.66784430909781,Low
2025,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Excavation Area,Electrical accident,None,3,0,18,3–5 years,Intermediate,Night,76,,Very High,63.91836015845687,Moderate
2025,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Excavation Area,Blasting accident,Drill,8,0,21,<1 year,None,Night,26,,Very High,86.8596685770827,Very High
2025,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Machinery collision,Dumper,9,0,20,1–3 years,Intermediate,Morning,47,89.55615626593604,Very High,78.17807813296801,High
2025,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Fire,Dumper,2,0,25,1–3 years,Intermediate,Morning,79,77.11847287653035,High,64.35923643826517,Moderate
2025,West Bengal,Bankura,Bankura Coal Mine,Opencast,Haul Road,Fall of person,Dumper,3,0,23,<1 year,Intermediate,Afternoon,59,80.23075074865245,High,70.91537537432622,High
2025,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Roof fall,Drill,7,0,18,<1 year,Intermediate,Night,66,94.68631534878148,Very High,78.54315767439074,High
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Fall of person,None,5,0,19,3–5 years,Intermediate,Night,69,,Very High,64.94650284835939,Moderate
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,3,0,24,3–5 years,Certified,Morning,100,50.67577383836695,Moderate,31.837886919183475,Low
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,6,1,37,1–3 years,Basic,Afternoon,47,127.41261141333162,Very High,93.60630570666581,Very High
2025,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Fall of person,Excavator,5,0,53,10+ years,None,Night,59,,Very High,61.42088969228669,Moderate
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Shaft,Fall of person,Heavy Earth Moving Machinery,4,0,29,<1 year,Intermediate,Afternoon,73,94.52600278949048,Very High,83.86300139474525,Very High
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Fall of person,Drill,3,0,27,1–3 years,Certified,Night,66,70.71327350452184,High,64.05663675226093,Moderate
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Blasting accident,Excavator,8,0,31,3–5 years,Basic,Morning,34,102.519024557983,Very High,81.05951227899149,Very High
